Query,Answer
Farmer asked query on Weather,"DRY WEATHER, NO CHANCE OF SHOWERS IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం పొడిగా ఉంటుంది.వర్షం పడే అవకాశం లేదు.
"
WESTERN FLOWER THRIPS MANAGEMENT IN CHILLI?,"RECOMMENDED TO SPRAY BASF EXPONUS (BROFLANILIDE) 34ML /ACRE/200 LIT OF WATER- CHILLI
"
"
pm kisan 17th installment date 2024?
","It is expected that the beneficiaries can receive the PM Kisan Nidhi 17th Installment 2024 amount in the month of May, 2024"
Farmer asked query on Weather,"మీ ప్రాంతంలో వాతావరణం ఎండ,మబ్బులుగా ఉంటుంది 
"
FARMER ASKED QUERY ON RELEASE OF 17th INSTALMENT date ? ,PM KISAN 17th INSTALLMENT 2024 WILL BE RELEASED BY THE GOVERNMENT OF INDIA 
"FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME BENIFICIARY STATUS
",please keep your pm kisan registered mobile with you and call to kisan call centre
FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI STATUS,"--పీఎం కిసాన్ సర్వర్ బిజీ గ ఉంది, స్టేటస్ చూడడానికి రావడం లేదు, ఓటీపీ పోవడం లేదు, మీరు కొద్దీ సేపు తరువాత తిరిగి కాల్ చేయండి."
"FARMER ASKED QUERY ON FERTILIZER MANAGEMENT IN SESAME
","RECOMMENDED TO APPLY UREA 50- 58 KG - HALF IN LAST PLOUGHING ( 25-29 KG/ACRE) + DAP 48 KG PER ACRE + MOP 20 KG PER ACRE
UREA ( 25-29 KG /ACRE  ) - ONE MONTH AFTER SOWING"
TEST CALL,TEST CALL
"FARMER ASKED QUERY ON SUCKING PEST MANAGEMENT IN MUSK MELON
","RECOMMENDED TO SPRAY MALATHION  (MALATHION) 400 ML /200 LITRES OF WATER / ACRE     మలాథియాన్ 400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI,https://pmkisan.gov.in/KnowYour_Registration.aspx
"FARMER ASKED QUERY ABOUT NUTRIENT MANAGEMENT IN PAPAYA ?
","RECOMMENDED TO SPRAY POTASSIUM NITRATE 13-0-45  5 GRAMS/1 LITER OF WATER (1KG/ACRE/200 LT OF WATER)
పొటాషియం  నైట్రేట్  13-0-45  5 గ్రాములు లీటరు నీటికి కలిపి  పిచికారీ చేయండి (కేజీ/ఎకరానికి)  +RECOMMENDED TO SPRAY AGROMINIMAX 600 GRAMS / 200 LITER OF WATER (3 GM / 1 LITER OF WATER)
అగ్రోమింమాక్స్ ఎకరానికి 600 గ్రాములు 200 లీటర్ల నీటికి కలిపి పిచికారీ చేయాలి  

"
FARMER ASKED QUERY ON VERMICOMPOST INFORMATION,RECOMMENDED TO AGRICULTURE OFFICER 8331057322 CONTACT 9989623826
"FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME?
","PLEASE CONTACT YOUR MANDAL AGRICULTURAL OFFICER 
దయచేసి  మీ  మండల వ్యవసాయ అధికారిని సంప్రదించండి

"
Farmer asked query about chillies as inter crop in lemon?,నిమ్మ పంటకు 5 సంవత్సరాలలోపు అంతా పంటలు వేసుకోవచ్చు
FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME BENIFICIARY STATUS,The Benenficiary Status (KYS) window is under maintenance and will be available soon. Sorry for the inconvenience.
FARMER ASKED QUERY ON WEED MANAGEMENT IN BLACKGRAM 40 DAYS CROP,విత్తిన 30 రోజులప్పుడు గోర్రుతో అ౦తరకృషీ చేయాలి.
FARMER ASKED QUERY ON STEM BORER MANAGEMENT IN PADDY ,"RECOMMENDED TO SPRAY CARTAP HYDROCHLORIDE (CALDAN,PADAN) 400 GRAMS/ 200 LITRES OF WATER / ACRE 
కార్టాప్ హైడ్రోక్లోరైడ్ (కాల్డన్,పాడన్)400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి"
"FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME
","REGISTRATION NUMBER : AP142696000
PLEASE DO RETURN CALL WITH REGISTERED MOBILE NUMBER"
FARMER ASKED ABOUT STEM BORER MANAGEMENT IN PADDY,"RECOMMENDED TO SPRAY CARTAP HYDROCHLORIDE 50 SP (CALDAN,PADAN) 400 GRAMS/ 200 LITRES OF WATER / ACRE 
కార్టాప్ హైడ్రోక్లోరైడ్ (కాల్డన్,పాడన్)400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి(Stemborer,Leaffolder,Whorlmaggot)   

"
FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME,#NAME?
Farmer asked query on Weather,"CLOUDY WEATHER, THERE IS A CHANCE OF  SHOWERS IN YOUR AREA  
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం ఉంది.
"
"FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME
","You have not completed Ekyc. Please complete the Ekyc process.
దయచేసి  మీకు దగ్గరలో ఉన్నమీ సేవ కేంద్రాన్ని సంప్రదించండి 
YSR KADAPA	   MANJULA	8331057411

"
FARMER ASKED QUERY ABOUT ALTERNARIA LEAF SPOT AND ANTHRACNOSE MANAGEMENT IN PAPAYA?,"RECOMMENDED TO SPRAY CARBENDAZIM +MANCOZEB (SAAF) 400GM / 200 LIT OF WATER /ACRE
కార్బెండజిమ్ + మాంకోజెబ్ (సాఫ్)  400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి.

"
FARMER ASKED QUERY ABOUT NUTRIENT MANAGEMENT IN PAPAYA?,"RECOMMENDED TO SPRAY POTASSIUM NITRATE 13-0-45  5 GRAMS/1 LITER OF WATER (1KG/ACRE/200 LT OF WATER)
పొటాషియం  నైట్రేట్  13-0-45  5 గ్రాములు లీటరు నీటికి కలిపి  పిచికారీ చేయండి (కేజీ/ఎకరానికి)  +RECOMMENDED TO SPRAY AGROMINIMAX 600 GRAMS / 200 LITER OF WATER (3 GM / 1 LITER OF WATER)
అగ్రోమింమాక్స్ ఎకరానికి 600 గ్రాములు 200 లీటర్ల నీటికి కలిపి పిచికారీ చేయాలి  

"
PADDY Grain  discoloration CONTROL MANAGEMENT ?," వేప నూనె 1 లీటర్ /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక  ఎకరాకు  పిచికారి చేయాలి  one foliar spray with Azoxystrobin @ 100 ml/ac
"
PADDY Grain  discoloration CONTROL MANAGEMENT ?," వేప నూనె 1 లీటర్ /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక  ఎకరాకు  పిచికారి చేయాలి  one foliar spray with Azoxystrobin @ 100 ml/ac
"
PADDY Grain  discoloration CONTROL MANAGEMENT ?," వేప నూనె 1 లీటర్ /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక  ఎకరాకు  పిచికారి చేయాలి  one foliar spray with Azoxystrobin @ 100 ml/ac
"
PADDY Grain  discoloration CONTROL MANAGEMENT ?," వేప నూనె 1 లీటర్ /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక  ఎకరాకు  పిచికారి చేయాలి  one foliar spray with Azoxystrobin @ 100 ml/ac
"
FARMER ASKED QUERY ON PMKISAN BENEFICIARY STATUS ,RECOMMENDED TO CONTACT YOUR AGRICULTURAL OFFICER 
farmer asked query on nutrient management in drumstick,"RECOMMENDED TO SPRAY  19-19-19  5 GRAMS/1 LITER OF WATER (1KG/ACRE/200 LT OF WATER)
19-19-19  5 గ్రాములు లీటరు నీటికి కలిపి  పిచికారీ చేయండి (కేజీ/ఎకరానికి)  
"
"FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME
",--PLEASE CONTACT YOUR MANDAL AGRICULTURAL OFFICER దయచేసి  మీ  మండల వ్యవసాయ అధికారిని సంప్రదించండి
FARMER ASKED QUERY ON NANO UREA DOSAGE IN PADDY,RECOMMENDED TO SPRAY 2-4 ML PER 1 LITRE OF WATER 
FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI STATUS,https://pmkisan.gov.in/KnowYour_Registration.aspx
Farmer asked query about nutrient management in mango?,"RECOMMENDED TO SPRAY FORMULA-4 600 GRAMS/200 LITER OF WATER/ ACRE ఫార్ములా -4 600 గ్రాములు  / 200 లీటరు నీటికి కలిపి పిచికారీ చేయండి  
"
"FARMER ASKED QUERY ON NUTRIENT MANAGEMENT  IN COTTON
","RECOMMENDED TO SPRAY NAPHTHALENE ACETIC ACID ( PLANOFIX) 50 ML/ 200 LITRES OF WATER /ACRE ప్లానోఫిక్స్ 50  మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి. 
"
FARMER ASKED QUERY ABOUT HARVESTING INDICES OF KORRA,పంట కోత  సమయం  : పంట కోతకు వచ్చినప్పుడు కంకులలోని గింజ క్రింది భాగమును గమనించినట్లయితే ఒక చిన్నచుక్క కనిపిస్తుంది . మొక్కలలోని అధిక భాగం ఆకులు పసుపు వర్ణం లోకి మారి ఎండిపోయినట్లు కనిపిస్తుంది . 
 FARMER ASKED QUERY ON CITRUS WEED MANAGEMENT ? ,"RECOMMENDED TO SPRAY PARAQUIT 1 LITER/ 200 LITER OF WATER
RECOMMENDED TO HAND WEEDING BEST METHOD. & GLYPHOSATE 1 LITER ACRE "
FARMER ASKED QUERY ABOUT SOWING TIME OF FOXTAILMILLET ?,"RECOMMENDED TO SOW FOXTAILMILLET  IN JUNE TO JULY AS A KHARIF CROP AND SOW IN JANUARY AS A SUMMER CROP
కొర్ర ఖరీఫ్ పంటగా జూన్ - జులై వరకు అదేవిధంగా వేసవి పంటగా జనవరి లో విత్తుకోవచ్చు . "
"FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME BENIFICIARY STATUS
",#NAME?
farmer asked query on sucking pest management in tomato ? ,"RECOMMENDED TO SPRAY FIPRONIL (REGENT) 400 ML / 200 LITRES OF WATER /ACRE  
ఫిప్రోనిల్ (రీజెంట్) 400  మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి  
"
farmer asked query on nutrient management in tomato ? ,"RECOMMENDED TO SPRAY POTASSIUM NITRATE 13-0-45  5 GRAMS/1 LITER OF WATER (1KG/ACRE/200 LT OF WATER)
పొటాషియం  నైట్రేట్  13-0-45  5 గ్రాములు లీటరు నీటికి కలిపి  పిచికారీ చేయండి (కేజీ/ఎకరానికి)  
and
RECOMMENDED TO SPRAY AGROMINIMAX 600 GRAMS / 200 LITER OF WATER 
అగ్రోమింమాక్స్ ఎకరానికి 600 గ్రాములు 200 లీటర్ల నీటికి కలిపి పిచికారీ చేయాలి  

"
FARMER ASKED QUERY ABOUT BLIGHT MANAGEMENT IN TOMATO,"RECOMMENDED TO SPRAY  PROPICONAZOLE  25%EC (TILT) 200 ML /200 LITRES OF WATER / ACRE  
                                                        OR
RECOMMENDED TO SPRAY CHLOROTHALONIL (KAVACH) 400 GRAMS / ACRE  
 క్లోరోతలోనిల్  400 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
FARMER ASKED QUERY ABOUT SUCKING PEST MANAGEMENT IN TOMATO,"RECOMMENDED TO SPRAY  FIPRONIL  +IMIDACLOPRID (POLICE, LESENTA) 100 GRAMS/200 LITRES OF WATER /ACRE"
FARMER ASKED QUERY ON STEM BORER MANAGEMENT IN PADDY,"RECOMMENDED TO  APPLY  CHLORANTRANILIPROLE GRANULES (FETERA )  4 KGS/ACRE 
క్లోరాంత్రనిలిప్రోల్ గుళికలు  4 కిలోలు /1 ఎకరాకు వేసుకోవాలి 
"
"FARMER ASKED QUERY ON STEM BORER MANAGEMENT IN PADDY?
","RECOMMENDED TO SPRAY CHLORANTRANILIPROLE (CORAGIN) 60 ML/150 LITRES OF WATER / ACRE    క్లోరాంత్రనిలిప్రోల్  60 మిల్లి లీటర్లు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
"
FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME BENIFICIARY STATUS?,DUE TO SITE PROBLEM WE ARE UNABLE TO CHECK THE STATUS 
"FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME BENIFICIARY STATUS
","PLEASE CONTACT YOUR MANDAL AGRICULTURAL OFFICER FOR DETAILS ABOUT THE SCHEME
దయచేసి  మీ  మండల వ్యవసాయ అధికారిని సంప్రదించండి

"
FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI,--https://pmkisan.gov.in/KnowYour_Registration.aspx
"FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME INSTALMENT RELATED ISSUE
","దయచేసి  మీ  మండల వ్యవసాయ అధికారిని సంప్రదించండి
"
FARMER ASKED QUERY ON DISEASE MANAGEMENT IN CHILLI,"RECOMMENDED TO DRENCH COPPER OXY CHLORIDE  (BLITOX) 3 GM /1 LITRES OF WATER 
కాపర్ ఆక్సీక్లోరైడ్ 3 గ్రాములు / లీటర్ నీటిలో కలిపి మొక్క మొదల్ల దగ్గర పోయాలి 
"
FARMER ASKED QUERY ON NUTRIENT MANAGEMENT IN GROUNDNUT,"RECOMMENDED TO SPRAY NPK 19-19-19 MIXTURE 5 GRAMS/ LITRE OF WATER 
NPK 19-19-19  5 గ్రాములు లీటరు నీటికి కలిపి  పిచికారీ చేయండి 
"
